Office Type,Name,State_abbrev,State_num,Congressional_District,Total_Population,Race_White,Race_Black,Race_AmerInd,Race_Asian,Race_PacIsl,Race_Other,Race_TwoOrMore,Agg_Household_Income,Inc_Pov_Ratio_below_50,Inc_Pov_Ratio_50_74,Inc_Pov_Ratio_75_99,Inc_Pov_Ratio_100_124,Inc_Pov_Ratio_125_149,Inc_Pov_Ratio_150_174,Inc_Pov_Ratio_175_184,Inc_Pov_Ratio_185_199,Inc_Pov_Ratio_200_299,Inc_Pov_Ratio_300_399,Inc_Pov_Ratio_400_499,Inc_Pov_Ratio_above_500,Age_18_19,Age_20,Age_21,Age_22_24,Age_25_29,Age_30_34,Age_35_39,Age_40_44,Age_45_49,Age_50_54,Age_55_59,Age_60_61,Age_62_64,Age_65_66,Age_67_69,Age_70_74,Age_75_79,Age_80_84,Age_85_over,lean_magnitude,lean_party,battleground,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,Trump Endorsed?,Bannon Endorsed?,Great America Endorsed?,NRA Endorsed?,Right to Life Endorsed?,Susan B. Anthony Endorsed?,Club for Growth Endorsed?,Koch Support?,House Freedom Support?,Tea Party Endorsed?,Main Street Endorsed?,Chamber Endorsed?
Representative,Colorado,CO,8,7,801315,696949,13627,6442,24425,451,25102,34319,27398211500,33760,11250,23260,26623,28381,37505,12277,19918,123803,118028,96283,258863,19306,9792,10005,30613,63429,67316,63816,51629,46547,50451,50866,19260,26397,15583,20232,31203,17237,12936,14097,9.37,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Connecticut,CT,9,1,715049,496973,111042,1420,38270,404,40166,26774,27200481300,37715,18313,24404,25862,26476,27040,10453,12447,82725,79650,73623,285320,20075,9582,9219,24042,45984,47893,46848,39861,47198,50728,49790,19181,29121,15030,22236,31476,23687,14007,18416,20.56,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Connecticut,CT,9,2,699657,596505,29961,2344,24302,46,18801,27698,27388648500,26259,13973,17921,16650,14193,18530,8522,11413,87844,83943,79848,282292,22974,12537,13038,26973,43508,44993,37943,38682,44027,51961,54432,21770,31977,18392,21926,32782,21677,14074,17204,2.29,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Connecticut,CT,9,3,712272,514402,104950,1242,32902,64,37368,21344,26936158600,35121,18729,24810,18513,18755,23470,8325,13753,96332,90190,75240,262290,22993,13525,11745,25881,51897,49517,45866,38325,44041,48501,49693,22741,26935,15775,23362,31576,23265,13412,17490,15.02,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Connecticut,CT,9,4,739090,526763,89713,1848,44292,327,52346,23801,43537185400,32788,21130,22529,21134,23391,17293,8892,13496,81878,62095,53939,367954,21464,7899,8568,28351,41959,42677,44183,47846,52851,56847,53322,20248,29073,14961,18295,29561,21306,13609,17460,14.96,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Connecticut,CT,9,5,706597,553493,55886,2653,26089,176,46527,21773,28323784600,25738,20085,21862,27212,27180,30535,8222,17009,90532,82853,65104,274468,16851,9481,8019,30986,39640,39823,39118,45901,46751,51737,53283,21740,29837,13981,23099,30608,22513,14841,17126,1.39,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Delaware,DE,10,1,967171,659781,217594,4397,39023,896,19652,25828,31213954200,50635,28527,38080,32410,30201,37312,14848,24340,149144,126899,112871,295519,24768,13884,13792,31877,66046,61353,59399,52994,57927,64960,68726,26537,41002,24560,35335,48000,36377,17880,18604,13.66,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Florida,FL,12,13,735935,580519,91631,2073,26641,756,9233,25082,22674035400,44737,17195,27201,29262,34508,35650,13174,22345,126850,106737,84136,181399,13431,6630,9427,23195,52323,44263,43241,38791,46835,50769,60522,24096,33791,22441,29472,40350,30126,23501,25694,0.8,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Representative,Florida,FL,12,15,808723,598144,127840,3034,24983,379,27821,26522,20708704700,50512,28244,34234,39809,38697,37403,16050,27632,145622,133490,79371,165105,20034,10871,9208,34214,62418,53937,50861,45560,53112,51772,54797,19737,29880,18253,22042,38561,25255,16189,12649,13.44,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Representative,Florida,FL,12,17,789236,680864,56190,1324,10685,497,22463,17213,21209742900,44746,33361,33391,42378,34172,47689,16732,21261,141775,116635,75541,164840,16701,8976,6937,17397,38134,38166,34400,38847,41294,44478,50156,22019,36990,28068,43056,61656,51314,37636,34052,28.47,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
Representative,Florida,FL,12,22,753363,575793,111541,1591,22493,446,21940,19559,31365305000,31682,18731,20635,27471,23379,32331,14923,19250,121485,104168,72668,257949,12155,4811,8680,21792,43996,44532,52538,44015,53853,52447,57140,22293,34009,19880,26380,40693,33706,21410,23499,10.06,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Representative,Florida,FL,12,23,756447,533202,110474,3817,35644,710,43865,28735,25937288700,42221,14625,30383,26391,27807,29371,12285,22285,113763,102976,84771,246082,18840,7187,11262,23317,44421,47266,47116,52145,51255,54583,52640,20178,25815,17793,25302,34994,26584,16587,16575,20.3,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Florida,FL,12,27,763812,669096,35881,265,15734,0,29464,13372,29798144900,34074,27692,37333,40104,32942,40059,16683,16228,104240,95012,65774,244354,13885,7246,8490,23016,55109,59187,57900,53191,56719,58757,50723,18544,24950,16916,22479,33688,24053,20095,23473,10.4,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Representative,Florida,FL,12,5,738862,331585,351034,2734,20493,344,9945,22727,15856934000,75324,38754,46048,45482,35642,38812,19182,25427,132336,98490,54279,99690,22895,13693,12870,36484,63497,52525,49480,41635,44717,42565,48722,17852,23860,13805,21346,27162,17834,9142,8976,21.43,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Florida,FL,12,6,781896,641307,82045,2596,14167,120,28067,13594,22102860100,44854,21620,26713,32658,36263,39049,16667,30185,141923,122460,81787,175864,16936,8688,9186,22684,44155,44168,43501,37861,45185,50904,59753,24282,33733,27032,36543,50087,34681,23092,28871,18.1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Representative,Florida,FL,12,7,786041,583016,87476,1127,42337,619,46104,25362,26700195200,45772,18009,34616,28492,25582,34634,12380,24458,121994,106604,81240,226750,29774,13650,14236,35442,67511,57567,55881,51016,50340,49973,46899,21453,24644,15036,19786,32306,18684,14305,13944,0.04,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Representative,Florida,FL,12,9,902812,670309,111993,2464,27123,16,58851,32056,19851611300,51370,22276,45771,49388,56001,52177,19849,38726,180989,133608,84371,159438,24061,12344,11006,35565,63162,61577,66303,58282,63241,56491,51399,25262,28518,16736,30229,36027,30962,15006,16615,7.76,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Georgia,GA,13,1,744385,467721,217918,1520,11663,3137,13521,28905,20375824900,52800,22443,32728,35021,37661,34946,20662,27631,119591,107448,68275,157679,21903,10321,11812,31171,55222,54627,51804,45854,42513,43139,47595,19352,25610,17435,20994,28455,19515,12659,10157,20.37,R,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Georgia,GA,13,10,767352,515879,200069,1096,16337,237,17677,16057,20841472400,54113,23887,32868,31908,32685,33056,9760,17407,125397,102290,88874,187736,28046,12447,15793,32495,50155,43519,49594,48389,51680,49859,49330,18216,26864,15946,20154,31773,20895,12207,10006,31.47,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Georgia,GA,13,11,781313,570501,130277,1696,29460,1934,24954,22491,30523577200,31633,18764,17193,26104,24443,29865,14046,20962,113787,109705,85106,275098,21952,12377,9769,31057,57640,57613,52732,52649,59408,49469,48707,18514,26315,12584,18873,30387,18147,11744,10449,34.2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Georgia,GA,13,12,723334,417208,252862,789,13873,1279,16403,20920,16203951800,60890,36413,36816,41154,35172,33720,18685,18386,115019,89625,64993,136234,29585,13985,11612,30439,50636,48807,47114,43583,43261,42734,45302,18386,26449,14003,19552,29474,16637,12979,10249,20.47,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Georgia,GA,13,13,757521,220074,451182,1201,21403,128,37993,25540,20275043900,43022,18298,30022,37410,33594,39717,17671,26531,137503,111895,70295,183749,18384,10512,8602,27551,55668,47267,54592,54584,54089,52023,49285,16929,25007,12869,18715,25056,14226,7600,7060,36.93,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Representative,Georgia,GA,13,14,722873,620751,67813,2420,4977,91,10493,16328,16841982100,42559,29210,31436,35622,44042,36297,16885,25393,127528,102094,83564,132395,19287,8570,9415,28759,46923,41482,45982,50357,49854,49602,48440,17316,25010,15617,21042,27146,21631,11385,10439,56.97,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Georgia,GA,13,2,665539,281955,340276,1289,7641,540,13586,20252,13138042100,74003,37446,47698,37205,32215,37415,14244,17764,116335,69762,52717,88491,23485,10871,10221,29108,46341,42094,42379,39552,38676,37779,42431,19618,22842,15078,19744,28033,17711,12737,12200,8,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Georgia,GA,13,3,740700,499401,188551,3992,16496,894,14394,16972,21560876600,45091,23905,27903,31703,35203,30279,12795,16068,123336,104932,80309,194914,23399,9393,12594,25257,49433,40332,45062,48454,51727,51441,47233,20326,25743,17281,21758,31757,20948,11801,11321,37.7,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Georgia,GA,13,4,785104,210961,472419,1285,49178,2848,31949,16464,20762634100,37282,25610,39478,46051,33194,41467,11768,25284,147319,112965,77403,180551,21328,9063,11761,31006,57746,52170,55753,48064,56045,57807,46302,20507,28364,15729,23042,25894,14336,7965,8691,45.66,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Georgia,GA,13,6,754299,518775,98130,7170,96303,356,11749,21816,38859093100,20247,12025,10679,21746,21874,17213,6069,13965,88484,86936,66225,384810,15688,6563,6107,21681,46384,55214,57065,55259,62721,55421,51188,18491,24216,14392,20358,26773,15492,10892,10944,14.5,R,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Georgia,GA,13,7,803976,434102,162756,6148,114858,45,60675,25392,26877460700,29099,17011,19198,26880,32384,33769,13542,22182,127464,122236,82443,272354,20035,13019,7660,30107,49504,50177,59623,59877,64771,55141,51495,19007,22768,11747,16757,24252,14785,9219,7947,17.24,R,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Georgia,GA,13,9,765320,672568,46909,1485,9854,1947,15476,17081,21480949300,37376,26210,33911,36942,35555,40894,15722,27534,123343,105483,80936,187569,23046,9841,9590,28615,47278,43693,42014,49799,48713,49030,50698,20799,27689,16615,29485,40138,28063,16138,12327,63.94,R,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Hawaii,HI,15,1,709286,122457,17088,628,351660,52637,5985,158831,24625588300,25119,11713,14444,17324,17654,21206,10603,16054,91955,98771,86846,278655,14270,8995,8838,27537,53964,49794,48377,46967,45020,42765,43088,18134,25078,17483,22407,31713,20618,16466,24283,35.57,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Hawaii,HI,15,2,711205,223195,11237,2609,182819,92334,12067,186944,22344826200,35989,14425,20453,24044,22474,26068,7782,17903,101353,109519,82963,229131,16782,7740,8475,29010,49577,47690,46699,39498,40642,42963,43207,21477,29182,18445,26238,33086,20795,14143,15790,36.37,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Iowa,IA,19,1,773628,701592,32960,4341,14447,1669,5068,13551,23694953200,34288,21770,26884,29922,29027,28807,10418,23218,130763,125612,89132,197248,24775,11515,11221,29137,48378,46272,49025,41848,43036,47691,54185,21140,30045,18975,23214,34690,24965,17878,19498,0.74,D,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Iowa,IA,19,2,783983,700399,32975,1578,18719,785,9563,19964,23781910400,45254,26117,29087,33643,27630,37189,12448,23068,135556,115763,82511,190158,25137,13447,12438,34578,49235,46307,51783,42112,46733,46341,48856,21997,32421,18092,25196,32638,22926,17096,18478,0.14,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Iowa,IA,19,3,843598,743399,36515,1985,29566,478,9957,21698,28230421200,36907,21581,21734,30720,31084,28613,12518,21923,132053,133292,96711,259793,21414,11186,7674,30253,59256,58157,62272,51478,53281,50954,57690,18164,29126,17433,24244,30570,21981,13626,15503,2.42,R,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Iowa,IA,19,4,754936,700709,12687,3590,17239,531,6125,14055,22138490700,38234,17450,24198,33562,28131,33940,12982,18211,133831,127293,89223,166442,26503,11519,12421,34746,45546,41356,46271,38828,38847,42513,52926,20948,31956,20032,23637,30612,25078,19319,22137,22.46,R,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Idaho,ID,16,1,912950,815218,6900,14043,13943,2030,32623,28193,24724368900,33257,29577,29583,46226,43673,50919,14113,32890,185505,138452,94264,195463,23969,13119,9472,32076,59727,54439,55675,56271,56425,55464,60884,18934,35540,23112,30067,41480,30869,15714,14256,39.58,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Representative,Idaho,ID,16,2,841258,761628,5175,8983,13083,733,26594,25062,22251895100,49320,25122,36405,46110,41545,42590,20046,28714,162897,119945,87053,169485,25272,10199,12918,38066,57903,56011,55584,52183,46279,42967,51109,19670,29241,19036,24309,30393,21855,12903,15447,29.95,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Illinois,IL,17,1,706550,303613,354097,301,17443,103,19255,11738,20447061100,59526,30111,25275,29205,24429,32055,7496,15013,109459,98213,73822,190628,18999,10329,10024,28817,48729,47883,41325,43183,47556,43909,49079,21043,28177,16526,20517,24919,22518,13556,14825,51.63,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Illinois,IL,17,10,711265,493441,44334,3364,82379,422,67579,19746,30725648600,25679,16494,16076,26200,24988,28139,10105,14427,88553,81771,65682,293124,21023,10907,8493,31191,41935,43479,46149,44987,45061,47197,49043,19579,25677,16203,18843,27529,18198,12335,16786,21.13,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Illinois,IL,17,11,722584,496219,76321,3335,58102,418,58508,29681,24918802400,25157,14638,19851,23039,29485,30066,7418,19667,116370,103792,77344,247466,20829,11689,10872,26556,45538,46550,52637,49677,55422,49247,44920,19146,20593,13529,16401,25147,15914,8239,10903,17.47,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Illinois,IL,17,12,687072,533450,117582,1329,8924,110,8331,17346,18665284800,47898,29542,33624,31084,33080,25493,11825,19119,117597,88610,74913,152265,17218,7312,10546,24129,48484,44367,41722,41584,42277,44237,47486,22162,27302,16551,22320,29541,22757,12561,14238,13.27,R,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Illinois,IL,17,13,704211,570733,77759,1086,31373,0,5983,17277,19710907000,64483,25986,29043,30706,26512,23306,11247,20030,107960,92981,73339,158322,34839,19878,17691,38005,45437,44163,44188,39564,37415,40708,43211,18418,28105,14789,19806,28636,20119,12004,16142,7.7,R,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Illinois,IL,17,14,742235,645869,28485,1023,28809,186,15912,21951,30741007800,17933,8660,9367,13858,9759,23391,8949,10051,91841,111812,98433,332148,18710,6772,8449,22779,39257,44352,47258,51440,55714,55948,52792,20053,25948,15063,19681,26862,18791,10723,11627,9.87,R,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Illinois,IL,17,15,691196,639755,31004,1228,3770,282,2998,12159,18922501300,39771,21089,30123,27465,30520,26610,11395,23545,122235,108363,78173,144682,17102,7389,9388,22320,39882,41313,44112,38392,40669,43145,53710,20699,25708,16827,25298,30726,24526,18868,17685,44.67,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Illinois,IL,17,16,684888,619708,25648,1341,11044,176,11562,15409,21454368200,28853,17662,24277,21496,23243,29748,12111,13595,121152,108611,76289,188447,20001,10124,9433,26194,42622,37193,39433,39845,44799,46676,50404,20007,27710,15451,23474,32511,21794,16071,15289,17.97,R,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Illinois,IL,17,17,679926,553346,80141,1776,10393,245,11838,22187,17482748700,52211,29492,28525,39097,31868,33557,11270,22339,113837,99977,72288,121473,16968,10237,8565,25917,42522,41025,40516,38764,40316,43030,46774,20382,27650,17525,22608,31266,23645,15023,16821,1.26,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Illinois,IL,17,18,700276,628155,29816,1320,20195,28,5299,15463,23587308900,32497,16050,19397,25683,23219,25191,8669,12089,108062,102288,88124,218452,17952,8889,8612,21670,41168,41645,43331,41207,42388,43233,50685,18578,29365,17154,23904,32182,23833,16855,19576,29.9,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Illinois,IL,17,2,694459,253856,393578,1139,6314,95,25713,13764,17043074800,61775,28042,35786,39923,30512,34034,15094,23352,124688,95361,58049,138953,20060,8252,8507,28951,45995,41264,40566,44083,44653,46036,41269,18572,25225,14664,19871,27854,18808,14456,15506,56.06,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Illinois,IL,17,3,704050,554906,35460,3459,31306,158,63289,15472,22513114700,24819,21693,24795,27374,30569,32256,13346,21941,111988,97227,68685,218292,16702,6940,7628,25609,47899,45114,48091,46053,42945,47920,49337,17940,27942,13846,18287,28663,19327,13533,14512,10.7,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Illinois,IL,17,4,702062,420391,28977,3538,24719,188,204348,19901,17720818700,42241,17910,35715,40623,42251,48539,19003,23617,139809,92096,57137,139403,16968,8850,8857,33116,65375,61924,58878,47205,46921,39498,38563,15238,20959,11024,14612,19686,12795,6536,7138,63.26,D,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Illinois,IL,17,5,743699,594110,22900,1120,63328,187,35743,26311,39635727500,30190,12618,18227,20270,17590,20314,9085,14910,81755,87197,74384,346502,13654,6905,7248,37018,86399,79232,58873,49314,46139,43131,42669,17376,24674,13337,18825,22825,15488,11618,13653,38.53,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Illinois,IL,17,6,730345,600898,17193,955,72910,64,18100,20225,36473738200,21896,7590,9615,10531,15416,18471,4808,9889,74215,77003,86062,384634,18359,5372,6824,24380,38804,39966,47511,45076,49641,56610,58047,20991,30894,17842,23012,28754,22829,13570,13197,2,R,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Illinois,IL,17,7,707513,264669,323450,1095,52122,148,48385,17644,28524279600,62313,39172,35958,36875,30780,32586,13961,18185,88914,66547,47237,207950,18692,9195,9684,33794,79043,68868,52682,41233,42187,40981,41863,17221,21386,13124,20185,26326,17762,10150,8967,73.33,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Illinois,IL,17,8,707268,454580,38308,6590,99254,1736,87930,18870,22617484100,25092,13436,19597,21872,30135,27106,14105,18677,128407,99217,89578,214972,15119,8245,8799,30417,50368,52907,51668,48397,46190,39294,45511,20351,24894,14735,18770,25736,15728,11222,11427,16.03,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Illinois,IL,17,9,721481,507446,68026,1847,95553,771,22005,25833,33581508600,32913,21735,26829,23441,18774,22228,9089,14881,83301,73770,68214,308314,16681,8887,8793,23578,49026,45789,47801,47645,44604,50357,50253,17204,27082,14524,23044,31994,21044,14455,21276,36.77,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Indiana,IN,18,1,714756,492098,130246,1822,9931,405,53964,26290,20368111300,46161,22158,27785,27847,31868,31180,8330,13685,119706,103654,80127,185625,18522,8504,8529,28712,44388,43620,48648,40886,47329,46587,50208,18847,30086,17695,22024,29929,20822,13563,14430,14.48,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Indiana,IN,18,2,723483,616378,49889,2915,9346,504,21096,23355,19601043900,40675,20131,31102,38738,32773,34269,13747,19642,137402,117540,77044,137425,21485,12137,8569,26107,48551,42480,44543,41690,42203,45646,47086,19467,27415,18031,21652,28225,20452,13738,16719,21.99,R,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Indiana,IN,18,3,747060,646328,45994,2183,17695,630,12431,21799,21186032900,32433,22299,27545,41376,29888,30719,15627,21834,146612,121259,87088,155036,17540,10576,7714,29549,50651,45611,48148,42418,45052,45680,49988,19878,27692,15627,22356,30350,21824,12045,13571,34.12,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Indiana,IN,18,4,768025,679224,31603,1826,24154,120,14054,17044,21988821500,38860,22424,24506,25963,30862,36735,11467,18118,135469,115581,93484,182329,30246,15981,14713,34936,47338,45660,46196,46692,48838,48583,48657,19737,28906,16703,21284,31011,21549,13898,13555,32.59,R,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Representative,Indiana,IN,18,5,784462,651421,67551,1022,31488,466,9337,23177,31103854500,33175,20669,18827,22209,18520,32295,10043,14328,107315,115652,93839,280924,17265,5873,8528,31267,53167,51871,55459,51434,53428,51873,53376,17001,29251,15924,21745,29541,21549,13334,14306,15.32,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Indiana,IN,18,6,719771,668943,20547,731,12177,317,3867,13189,18720451400,45507,25441,30041,29875,29655,32279,14377,19417,131606,111301,88350,138557,19453,11520,11231,30046,47416,40030,46709,35331,46018,48426,51550,19029,27992,17998,23907,31393,23288,16464,14369,36.42,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Representative,Indiana,IN,18,7,760466,438167,235061,1900,24608,534,36106,24090,17498934500,74573,26834,36601,45673,46838,42532,19402,23903,132084,102092,73076,118271,20205,12413,11806,28192,67989,58279,52268,45019,44227,45446,46334,19175,22764,15387,17438,22533,15591,10676,10647,22.54,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Representative,Indiana,IN,18,8,718591,659502,34314,407,5948,148,5930,12342,20045845500,40117,21847,30019,32973,29072,33622,14060,20518,125103,117615,78633,144556,18936,10417,9537,29327,46001,42322,44037,43088,43677,45339,51059,20195,30141,16602,25521,29376,22877,14634,15650,30.59,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Indiana,IN,18,9,755264,687866,22072,1234,18873,346,5518,19355,21132494600,45262,21850,25796,25810,28695,30989,13028,21409,132851,114657,91906,176664,27837,13876,12949,32430,51639,47233,49822,44085,46316,47082,49342,21848,27254,16027,24039,31381,21062,13504,13330,25.29,R,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Kansas,KS,20,1,698323,622552,22787,3875,11136,533,16097,21343,17763794400,39107,22018,23991,33068,38375,40594,14778,21621,142466,100681,68268,121348,24486,14819,13588,33224,48803,40390,40354,37533,35947,38733,44931,18116,24975,15747,20060,26863,20159,15441,17640,46.55,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Kansas,KS,20,2,713845,617745,34044,11963,11689,255,7788,30361,19968496500,42518,28711,29714,26306,27695,32395,13731,18030,131588,106089,73367,154215,26226,13597,11960,29584,43039,42427,47606,38946,40484,42107,45975,18717,28864,17123,26239,26658,21078,14470,17516,19.05,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Representative,Kansas,KS,20,3,775243,619413,62214,2399,38097,1615,25315,26190,31341836000,26194,12483,22411,27182,24069,21595,7489,15496,105047,114715,89780,299730,16973,6869,7570,30958,52338,54029,54999,52829,50675,47574,50457,18786,27606,19091,21147,25845,18094,11801,12806,4.75,R,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Kansas,KS,20,4,724099,587113,52096,8592,21522,526,24093,30157,20432930200,36043,23093,31892,35801,32606,37624,16414,24140,123133,114421,75284,158364,18239,8932,8848,29060,48861,46535,43497,43683,41900,42263,48562,19886,26808,16350,21516,27411,19227,14085,15824,29.02,R,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
